label,source,age,n_interests,n_projects,interests,subject_1_name,subject_1_score,subject_2_name,subject_2_score,subject_3_name,subject_3_score,subject_4_name,subject_4_score,subject_5_name,subject_5_score,project_title,project_skills,archetype,base_ability
DWM,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Java,73.5,Python,67.5,Digital Logic & Design,61.0,Software Engineering,55.2,Engineering Mathematics-IV,54.8,Data Pipeline System,postgresql|spark|tableau|mongodb|sql|mysql|data visualization|analytics,inconsistent,38.9
ML,synthetic,22,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Data Structures and Algorithms,81.3,Cryptography & Network Security,77.4,Java,76.1,Artificial Intelligence,75.8,Engineering Mathematics-III,73.7,Stock Predictor,sklearn|nlp|pytorch|classification|opencv|computer vision|machine learning|pandas,strong,69.7
CCS,synthetic,19,1,2,Web Development,Computer Networks,100.0,Full Stack Development,100.0,Software Engineering,94.2,Python,92.5,Java,92.5,Cloud File Storage,devops|docker|nginx|node|kubernetes|react|jenkins|microservices,topper,84.9
DWM,synthetic,21,2,2,Data Science & Analytics|Web Development,Database Management Systems,92.9,Engineering Mathematics-IV,84.9,Java,78.7,Data Structures and Algorithms,75.9,Engineering Mathematics-III,72.3,Log Analysis System,spark|tableau|mongodb|power bi|mysql|data visualization|classification|hadoop,strong,68.0
DWM,synthetic,21,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Digital Logic & Design,72.7,Automata Theory,71.7,Python,71.1,C++,63.2,Database Management Systems,60.0,Customer Analytics Platform,tableau|mongodb|power bi|data warehouse|sql|mysql|data visualization|hadoop,above_avg,57.4
CCS,synthetic,19,3,1,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Operating Systems,81.7,Full Stack Development,73.4,Computer Networks,73.2,Artificial Intelligence,68.5,Digital Logic & Design,65.8,Containerized Microservices App,fullstack|node|react|jenkins|nginx|azure,average,50.6
ML,synthetic,19,2,3,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Cryptography & Network Security,81.2,Artificial Intelligence,80.4,Engineering Mathematics-IV,78.6,Data Structures and Algorithms,76.2,Database Management Systems,75.5,Customer Churn Predictor,keras|data science|tensorflow|nlp|regression|deep learning|pytorch|classification,strong,65.9
CCS,synthetic,20,3,1,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Operating Systems,93.1,Software Engineering,82.8,Data Structures and Algorithms,81.4,Full Stack Development,79.5,Java,78.3,Service Mesh Dashboard,docker|fullstack|node|serverless|react|terraform|rest api,strong,71.6
WT,synthetic,22,3,4,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Operating Systems,63.2,Computer Networks,61.3,IoT,61.2,Java,56.6,Microcontroller & Embedded Systems,54.5,BLE Beacon Tracker,rfid|embedded|zigbee|raspberry pi|sensor|freertos|lora|arduino,below_avg,39.0
WT,synthetic,21,1,1,Mobile & IoT Development,Microcontroller & Embedded Systems,73.7,IoT,65.8,Computer Networks,61.9,Engineering Mathematics-IV,55.2,Automata Theory,53.1,BLE Beacon Tracker,rfid|embedded|zigbee|mqtt|bluetooth|computer vision|wireless,hard_sample,43.7
ML,synthetic,19,3,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Python,44.6,Engineering Mathematics-III,43.5,Automata Theory,40.3,Full Stack Development,33.0,Data Structures and Algorithms,30.9,Stock Predictor,numpy|python|sklearn|matplotlib,struggling,22.2
CCS,synthetic,22,2,3,Cloud & Distributed Systems|Web Development,Full Stack Development,87.3,Software Engineering,79.8,Computer Networks,78.3,Engineering Mathematics-IV,74.8,Automata Theory,74.4,REST API Service,devops|rfid|ci/cd|docker|fullstack|node|serverless|react,above_avg,65.1
WT,synthetic,22,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,62.7,Operating Systems,58.5,C++,57.8,IoT,55.7,Java,55.0,Smart Home System,iot|arduino|lora|terraform|bluetooth|gpio|computer vision|microcontroller,below_avg,34.7
WT,synthetic,19,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,64.0,Design & Analysis of Algorithms,61.6,Cryptography & Network Security,60.6,C++,59.0,Microcontroller & Embedded Systems,54.7,Weather Station,embedded|raspberry pi|sensor|sql|freertos|arduino|mqtt|lora,average,47.4
DWM,synthetic,20,1,2,Data Science & Analytics,Cryptography & Network Security,26.9,Database Management Systems,23.6,Data Structures and Algorithms,22.3,Operating Systems,17.4,Full Stack Development,16.2,Market Basket Analyzer,tableau|data warehouse|power bi|mysql|sql|hadoop|analytics|spark,failing,6.9
ML,synthetic,19,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Design & Analysis of Algorithms,90.3,Cryptography & Network Security,84.5,Artificial Intelligence,83.3,Python,81.7,C++,74.1,Object Detection App,data science|sklearn|neural network|pytorch|numpy|keras|deep learning,hard_sample,67.9
ML,synthetic,20,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,C++,86.3,Python,84.4,Artificial Intelligence,82.9,Data Structures and Algorithms,80.5,Cryptography & Network Security,77.8,Price Predictor,sklearn|neural network|deep learning|opencv|python|numpy|keras|machine learning,strong,70.4
CCS,synthetic,20,1,3,Web Development,Database Management Systems,100.0,C++,100.0,Full Stack Development,100.0,Python,98.1,Operating Systems,97.3,CI/CD Pipeline Builder,devops|ci/cd|docker|fullstack|node|serverless|cloud|jenkins,topper,90.3
WT,synthetic,19,1,2,Mobile & IoT Development,Computer Networks,92.7,Microcontroller & Embedded Systems,86.8,Digital Logic & Design,86.0,Data Structures and Algorithms,82.5,IoT,82.2,IoT Security Monitor,rfid|embedded|docker|raspberry pi|iot|data warehouse|sensor|arduino,strong,71.2
CCS,synthetic,19,3,3,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Database Management Systems,87.8,Full Stack Development,81.9,Operating Systems,80.4,Python,79.5,Automata Theory,79.0,Service Mesh Dashboard,devops|ci/cd|docker|fullstack|kubernetes|serverless|react|jenkins,above_avg,67.0
DWM,synthetic,18,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,95.1,Data Structures and Algorithms,88.8,Engineering Mathematics-IV,87.9,Python,87.0,Software Engineering,86.5,Sales Dashboard,devops|postgresql|mysql|sql|spark|etl,topper,80.1
WT,synthetic,21,1,2,Mobile & IoT Development,Computer Networks,100.0,Microcontroller & Embedded Systems,100.0,Digital Logic & Design,99.0,IoT,94.8,C++,92.9,Health Monitoring Wearable,rfid|docker|raspberry pi|pandas|iot|lora|mqtt|zigbee,topper,87.1
WT,synthetic,22,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Microcontroller & Embedded Systems,71.8,C++,59.9,IoT,59.8,Computer Networks,53.5,Data Structures and Algorithms,52.7,Gesture Controlled Robot,rfid|embedded|zigbee|raspberry pi|iot|sensor|freertos|lora,average,47.0
DWM,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Python,73.5,Engineering Mathematics-IV,72.6,Design & Analysis of Algorithms,71.3,Data Structures and Algorithms,68.7,Java,64.6,Survey Data Analyzer,postgresql|spark|data warehouse|power bi|hadoop|data mining|analytics|etl,above_avg,57.0
DWM,synthetic,18,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,70.1,Design & Analysis of Algorithms,65.5,Software Engineering,59.8,Data Structures and Algorithms,54.1,Python,53.5,Data Pipeline System,postgresql|data warehouse|power bi|sql|mysql|etl|pandas,average,47.1
DWM,synthetic,19,3,4,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Cryptography & Network Security,39.6,Java,37.8,C++,37.5,Digital Logic & Design,37.4,Database Management Systems,36.4,ETL Automation Tool,postgresql|tableau|data warehouse|power bi|mongodb|sql|mysql|data visualization,below_avg,30.4
DWM,synthetic,18,2,2,Data Science & Analytics|Web Development,Data Structures and Algorithms,75.4,Software Engineering,73.0,Java,72.6,Design & Analysis of Algorithms,70.3,Database Management Systems,69.9,Sales Dashboard,postgresql|data warehouse|power bi|mysql|data visualization|analytics|pandas,above_avg,59.1
DWM,synthetic,20,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,90.2,Java,87.7,Automata Theory,87.3,Data Structures and Algorithms,86.6,Python,85.2,Academic Performance Dashboard,postgresql|data warehouse|mongodb|kubernetes|sql|data visualization|analytics|spark,strong,77.5
ML,synthetic,18,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Artificial Intelligence,86.8,Engineering Mathematics-III,75.5,Automata Theory,74.3,Cryptography & Network Security,64.5,Engineering Mathematics-IV,64.3,Language Translator,keras|deep learning|classification|opencv|numpy|computer vision|microcontroller,average,56.7
ML,synthetic,20,3,1,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-III,61.8,Engineering Mathematics-IV,58.1,Data Structures and Algorithms,56.9,Python,50.4,Artificial Intelligence,48.6,Disease Diagnosis Tool,data science|nlp|classification|opencv|jupyter|computer vision|machine learning|matplotlib,below_avg,35.8
DWM,synthetic,18,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Software Engineering,52.5,Data Structures and Algorithms,47.6,Python,45.5,Engineering Mathematics-IV,43.6,Java,42.9,Financial Data Mining Tool,ci/cd|postgresql|tableau|mongodb|power bi|data warehouse|mysql|hadoop,below_avg,33.3
DWM,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Data Structures and Algorithms,57.4,Java,54.9,Software Engineering,53.8,C++,53.5,Engineering Mathematics-III,51.4,Healthcare Data Warehouse,postgresql|mongodb|power bi|regression|mysql|freertos|data visualization|hadoop,average,44.5
CCS,synthetic,22,3,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Engineering Mathematics-IV,47.9,C++,43.0,Software Engineering,42.6,Python,41.7,Data Structures and Algorithms,38.0,Real-Time Chat Application,devops|fullstack|node|serverless|react|terraform|jenkins|microservices,struggling,28.7
DWM,synthetic,22,2,2,Data Science & Analytics|Web Development,Python,71.8,Database Management Systems,68.2,Data Structures and Algorithms,63.3,Automata Theory,61.4,Engineering Mathematics-IV,60.6,Log Analysis System,postgresql|mongodb|power bi|sensor|sql|data warehouse|data visualization|hadoop,above_avg,55.2
DWM,synthetic,21,4,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development|Network & Wireless Systems,Engineering Mathematics-IV,61.1,Python,56.2,C++,49.9,Engineering Mathematics-III,49.5,Database Management Systems,49.4,Business Intelligence Portal,postgresql|mongodb|power bi|data warehouse|mysql|hadoop|spark|etl,inconsistent,36.4
WT,synthetic,19,1,2,Mobile & IoT Development,Digital Logic & Design,100.0,Operating Systems,100.0,Computer Networks,100.0,Microcontroller & Embedded Systems,100.0,Software Engineering,100.0,LoRa Communication System,rfid|lora|arduino|bluetooth|gpio|microcontroller|esp32|matplotlib,topper,94.5
ML,synthetic,18,1,4,Artificial Intelligence & Machine Learning,Automata Theory,37.0,Engineering Mathematics-III,34.3,Database Management Systems,34.2,Artificial Intelligence,33.2,Python,31.9,Face Recognition System,sklearn|data science|tensorflow|neural network|nlp|regression|classification|opencv,failing,15.0
WT,synthetic,18,2,3,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-IV,56.6,Digital Logic & Design,54.6,Computer Networks,52.9,Java,48.3,Microcontroller & Embedded Systems,48.1,IoT Security Monitor,devops|rfid|zigbee|raspberry pi|iot|sensor|power bi|freertos,below_avg,39.4
CCS,synthetic,18,2,3,Cloud & Distributed Systems|Web Development,Full Stack Development,72.8,Database Management Systems,66.4,Computer Networks,64.3,Java,56.6,Operating Systems,56.4,Kubernetes Cluster Monitor,devops|ci/cd|docker|postgresql|react|kubernetes|cloud|terraform,average,45.8
ML,synthetic,21,2,2,Data Science & Analytics|Cloud & Distributed Systems,Python,97.7,Database Management Systems,90.2,Artificial Intelligence,81.6,Data Structures and Algorithms,73.3,Automata Theory,73.3,Chatbot System,sklearn|numpy|pytorch|jupyter|computer vision|matplotlib,above_avg,66.5
ML,synthetic,20,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Artificial Intelligence,53.5,Automata Theory,51.7,C++,43.7,Design & Analysis of Algorithms,40.2,Database Management Systems,38.8,Text Summarizer,sklearn|tensorflow|neural network|iot|regression|machine learning|jupyter|python,struggling,30.4
WT,synthetic,19,2,3,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,87.6,IoT,85.6,Operating Systems,77.8,Microcontroller & Embedded Systems,76.2,Digital Logic & Design,73.5,BLE Beacon Tracker,rfid|embedded|zigbee|raspberry pi|fullstack|iot|sensor|freertos,above_avg,66.2
WT,synthetic,19,2,1,Mobile & IoT Development|Cloud & Distributed Systems,IoT,75.8,C++,59.1,Microcontroller & Embedded Systems,55.1,Cryptography & Network Security,53.6,Computer Networks,52.5,GPS Tracker,esp32|iot|bluetooth,below_avg,43.0
WT,synthetic,19,2,3,Network & Wireless Systems|Mobile & IoT Development,IoT,73.7,Design & Analysis of Algorithms,69.3,C++,68.4,Operating Systems,65.9,Java,61.4,Smart Parking System,rfid|embedded|zigbee|iot|sensor|freertos|bluetooth|gpio,improving,49.4
ML,synthetic,20,3,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Cloud & Distributed Systems,Automata Theory,42.8,Engineering Mathematics-III,39.5,Engineering Mathematics-IV,29.1,Python,27.7,Operating Systems,27.6,Disease Diagnosis Tool,computer vision|data science|sklearn|neural network|keras|deep learning,failing,19.7
ML,synthetic,20,2,3,Data Science & Analytics|Cloud & Distributed Systems,Artificial Intelligence,75.6,Engineering Mathematics-III,71.9,Automata Theory,66.6,Database Management Systems,65.1,Python,62.3,Disease Diagnosis Tool,computer vision|tensorflow|nlp|neural network|classification|pytorch|python|numpy,average,49.9
WT,synthetic,21,1,2,Network & Wireless Systems,IoT,52.3,Digital Logic & Design,51.6,C++,38.2,Engineering Mathematics-IV,31.3,Microcontroller & Embedded Systems,29.5,IoT Security Monitor,iot|sensor|sql|freertos|arduino|wireless|bluetooth|gpio,failing,18.7
ML,synthetic,21,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Artificial Intelligence,63.6,Engineering Mathematics-IV,59.1,Engineering Mathematics-III,58.8,Cryptography & Network Security,48.8,Design & Analysis of Algorithms,44.0,NLP Pipeline,computer vision|nlp|neural network|deep learning|pytorch|python|jupyter|keras,below_avg,37.4
WT,synthetic,21,1,3,Network & Wireless Systems,IoT,77.3,Computer Networks,68.4,Microcontroller & Embedded Systems,60.1,Database Management Systems,59.8,C++,58.5,Health Monitoring Wearable,rfid|embedded|zigbee|iot|freertos|lora|mqtt|arduino,average,50.3
ML,synthetic,22,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Network & Wireless Systems,Python,100.0,Engineering Mathematics-IV,89.6,Software Engineering,88.1,Digital Logic & Design,84.9,Artificial Intelligence,79.2,Fraud Detection System,computer vision|sklearn|tensorflow|pytorch|opencv|machine learning|python|classification,strong,75.4
ML,synthetic,18,2,3,Data Science & Analytics|Web Development,Artificial Intelligence,86.9,Python,78.0,Design & Analysis of Algorithms,71.4,Software Engineering,69.8,Full Stack Development,64.7,Fraud Detection System,computer vision|sklearn|regression|pytorch|classification|numpy|keras|machine learning,above_avg,62.0
CCS,synthetic,19,3,2,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Computer Networks,81.3,Operating Systems,66.3,Database Management Systems,62.5,Full Stack Development,61.8,Automata Theory,57.3,Blog Platform with CMS,docker|ci/cd|node|kubernetes|aws|jenkins|microservices|nginx,average,55.3
ML,synthetic,21,2,4,Data Science & Analytics|Cloud & Distributed Systems,Java,51.2,Engineering Mathematics-III,48.4,Digital Logic & Design,37.0,Data Structures and Algorithms,32.6,C++,32.0,Face Recognition System,data science|sklearn|neural network|regression|deep learning|classification|opencv|pytorch,struggling,27.4
